meter_name,date,record_count
Building B105,2025-08-09,0
Building B105,2025-08-10,0
Building B105,2025-08-11,0
Building B105,2025-08-12,0
Building B105,2025-08-13,0
Building B105,2025-08-14,0
Building B105,2025-08-15,0
Building B105,2025-08-16,0
Building B105,2025-08-17,0
Building B105,2025-08-18,0
Building B105,2025-08-19,283
Building B105,2025-08-20,20
Building B105,2025-08-21,18
Building B105,2025-08-22,459
Building B105,2025-08-23,107
Building B105a,2025-07-21,0
Building B105a,2025-07-22,0
Building B105a,2025-07-23,0
Building B105a,2025-07-24,0
Building B105a,2025-07-25,0
Building B105a,2025-07-26,0
Building B105a,2025-07-27,0
Building B105a,2025-07-28,0
Building B105a,2025-07-29,0
Building B105a,2025-07-30,0
Building B105a,2025-07-31,0
Building B105a,2025-08-01,0
Building B105a,2025-08-02,0
Building B105a,2025-08-03,0
Building B105a,2025-08-04,0
Building B105a,2025-08-05,0
Building B105a,2025-08-06,0
Building B105a,2025-08-07,0
Building B105a,2025-08-08,0
Building B105a,2025-08-09,0
Building B105a,2025-08-10,0
Building B105a,2025-08-11,0
Building B105a,2025-08-12,0
Building B105a,2025-08-13,0
Building B105a,2025-08-14,0
Building B105a,2025-08-15,0
Building B105a,2025-08-16,0
Building B105a,2025-08-17,0
Building B105a,2025-08-18,0
Building B105a,2025-08-19,283
Building B105a,2025-08-20,19
Building B105a,2025-08-21,18
Building B105a,2025-08-22,463
Building B105a,2025-08-23,107
Building B106,2025-07-21,0
Building B106,2025-07-22,0
Building B106,2025-07-23,0
Building B106,2025-07-24,0
Building B106,2025-07-25,0
Building B106,2025-07-26,0
Building B106,2025-07-27,0
Building B106,2025-07-28,0
Building B106,2025-07-29,0
Building B106,2025-07-30,0
Building B106,2025-07-31,0
Building B106,2025-08-01,0
Building B106,2025-08-02,0
Building B106,2025-08-03,0
Building B106,2025-08-04,0
Building B106,2025-08-05,0
Building B106,2025-08-06,0
Building B106,2025-08-07,0
Building B106,2025-08-08,0
Building B106,2025-08-09,0
Building B106,2025-08-10,0
Building B106,2025-08-11,0
Building B106,2025-08-12,0
Building B106,2025-08-13,0
Building B106,2025-08-14,0
Building B106,2025-08-15,0
Building B106,2025-08-16,0
Building B106,2025-08-17,0
Building B106,2025-08-18,0
Building B106,2025-08-19,283
Building B106,2025-08-20,19
Building B106,2025-08-21,18
Building B106,2025-08-22,462
Building B106,2025-08-23,107
Building B106a,2025-07-21,0
Building B106a,2025-07-22,0
Building B106a,2025-07-23,0
Building B106a,2025-07-24,0
Building B106a,2025-07-25,0
Building B106a,2025-07-26,0
Building B106a,2025-07-27,0
Building B106a,2025-07-28,0
Building B106a,2025-07-29,0
Building B106a,2025-07-30,0
Building B106a,2025-07-31,0
Building B106a,2025-08-01,0
Building B106a,2025-08-02,0
Building B106a,2025-08-03,0
Building B106a,2025-08-04,0
Building B106a,2025-08-05,0
Building B106a,2025-08-06,0
Building B106a,2025-08-07,0
Building B106a,2025-08-08,0
Building B106a,2025-08-09,0
Building B106a,2025-08-10,0
Building B106a,2025-08-11,0
Building B106a,2025-08-12,0
Building B106a,2025-08-13,0
Building B106a,2025-08-14,0
Building B106a,2025-08-15,0
Building B106a,2025-08-16,0
Building B106a,2025-08-17,0
Building B106a,2025-08-18,0
Building B106a,2025-08-19,283
Building B106a,2025-08-20,20
Building B106a,2025-08-21,18
Building B106a,2025-08-22,459
Building B106a,2025-08-23,107
Building B107,2025-07-21,0
Building B107,2025-07-22,0
Building B107,2025-07-23,0
Building B107,2025-07-24,0
Building B107,2025-07-25,0
Building B107,2025-07-26,0
Building B107,2025-07-27,0
Building B107,2025-07-28,0
Building B107,2025-07-29,0
Building B107,2025-07-30,0
Building B107,2025-07-31,0
Building B107,2025-08-01,0
Building B107,2025-08-02,0
Building B107,2025-08-03,0
Building B107,2025-08-04,0
Building B107,2025-08-05,0
Building B107,2025-08-06,0
Building B107,2025-08-07,0
Building B107,2025-08-08,0
Building B107,2025-08-09,0
Building B107,2025-08-10,0
Building B107,2025-08-11,0
Building B107,2025-08-12,0
Building B107,2025-08-13,0
Building B107,2025-08-14,0
Building B107,2025-08-15,0
Building B107,2025-08-16,0
Building B107,2025-08-17,0
Building B107,2025-08-18,0
Building B107,2025-08-19,283
Building B107,2025-08-20,19
Building B107,2025-08-21,18
Building B107,2025-08-22,461
Building B107,2025-08-23,107
Building B107a,2025-07-21,0
Building B107a,2025-07-22,0
Building B107a,2025-07-23,0
Building B107a,2025-07-24,0
Building B107a,2025-07-25,0
Building B107a,2025-07-26,0
Building B107a,2025-07-27,0
Building B107a,2025-07-28,0
Building B107a,2025-07-29,0
Building B107a,2025-07-30,0
Building B107a,2025-07-31,0
Building B107a,2025-08-01,0
Building B107a,2025-08-02,0
Building B107a,2025-08-03,0
Building B107a,2025-08-04,0
Building B107a,2025-08-05,0
Building B107a,2025-08-06,0
Building B107a,2025-08-07,0
Building B107a,2025-08-08,0
Building B107a,2025-08-09,0
Building B107a,2025-08-10,0
Building B107a,2025-08-11,0
Building B107a,2025-08-12,0
Building B107a,2025-08-13,0
Building B107a,2025-08-14,0
Building B107a,2025-08-15,0
Building B107a,2025-08-16,0
Building B107a,2025-08-17,0
Building B107a,2025-08-18,0
Building B107a,2025-08-19,283
Building B107a,2025-08-20,20
Building B107a,2025-08-21,18
Building B107a,2025-08-22,460
Building B107a,2025-08-23,107
Building B108,2025-07-21,0
Building B108,2025-07-22,0
Building B108,2025-07-23,0
Building B108,2025-07-24,0
Building B108,2025-07-25,0
Building B108,2025-07-26,0
Building B108,2025-07-27,0
Building B108,2025-07-28,0
Building B108,2025-07-29,0
Building B108,2025-07-30,0
Building B108,2025-07-31,0
Building B108,2025-08-01,0
Building B108,2025-08-02,0
Building B108,2025-08-03,0
Building B108,2025-08-04,0
Building B108,2025-08-05,0
Building B108,2025-08-06,0
Building B108,2025-08-07,0
Building B108,2025-08-08,0
Building B108,2025-08-09,0
Building B108,2025-08-10,0
Building B108,2025-08-11,0
Building B108,2025-08-12,0
Building B108,2025-08-13,0
Building B108,2025-08-14,0
Building B108,2025-08-15,0
Building B108,2025-08-16,0
Building B108,2025-08-17,0
Building B108,2025-08-18,0
Building B108,2025-08-19,283
Building B108,2025-08-20,20
Building B108,2025-08-21,18
Building B108,2025-08-22,460
Building B108,2025-08-23,107
Building B108a,2025-07-21,0
Building B108a,2025-07-22,0
Building B108a,2025-07-23,0
Building B108a,2025-07-24,0
Building B108a,2025-07-25,0
Building B108a,2025-07-26,0
Building B108a,2025-07-27,0
Building B108a,2025-07-28,0
Building B108a,2025-07-29,0
Building B108a,2025-07-30,0
Building B108a,2025-07-31,0
Building B108a,2025-08-01,0
Building B108a,2025-08-02,0
Building B108a,2025-08-03,0
Building B108a,2025-08-04,0
Building B108a,2025-08-05,0
Building B108a,2025-08-06,0
Building B108a,2025-08-07,0
Building B108a,2025-08-08,0
Building B108a,2025-08-09,0
Building B108a,2025-08-10,0
Building B108a,2025-08-11,0
Building B108a,2025-08-12,0
Building B108a,2025-08-13,0
Building B108a,2025-08-14,0
Building B108a,2025-08-15,0
Building B108a,2025-08-16,0
Building B108a,2025-08-17,0
Building B108a,2025-08-18,0
Building B108a,2025-08-19,283
Building B108a,2025-08-20,20
Building B108a,2025-08-21,18
Building B108a,2025-08-22,461
Building B108a,2025-08-23,107
Building B109,2025-07-21,656
Building B109,2025-07-22,1276
Building B109,2025-07-23,804
Building B109,2025-07-24,23
Building B109,2025-07-25,22
Building B109,2025-07-26,24
Building B109,2025-07-27,23
Building B109,2025-07-28,88
Building B109,2025-07-29,70
Building B109,2025-07-30,0
Building B109,2025-07-31,0
Building B109,2025-08-01,308
Building B109,2025-08-02,602
Building B109,2025-08-03,70
Building B109,2025-08-04,979
Building B109,2025-08-05,1135
Building B109,2025-08-06,0
Building B109,2025-08-07,0
Building B109,2025-08-08,603
Building B109,2025-08-09,1222
Building B109,2025-08-10,1225
Building B109,2025-08-11,1237
Building B109,2025-08-12,1226
Building B109,2025-08-13,1182
Building B109,2025-08-14,39
Building B109,2025-08-15,0
Building B109,2025-08-16,63
Building B109,2025-08-17,1039
Building B109,2025-08-18,0
Building B109,2025-08-19,333
Building B109,2025-08-20,18
Building B109,2025-08-21,18
Building B109,2025-08-22,463
Building B109,2025-08-23,106
Building B109a,2025-07-21,0
Building B109a,2025-07-22,0
Building B109a,2025-07-23,0
Building B109a,2025-07-24,0
Building B109a,2025-07-25,0
Building B109a,2025-07-26,0
Building B109a,2025-07-27,0
Building B109a,2025-07-28,0
Building B109a,2025-07-29,0
Building B109a,2025-07-30,0
Building B109a,2025-07-31,0
Building B109a,2025-08-01,0
Building B109a,2025-08-02,0
Building B109a,2025-08-03,0
Building B109a,2025-08-04,0
Building B109a,2025-08-05,0
Building B109a,2025-08-06,0
Building B109a,2025-08-07,0
Building B109a,2025-08-08,0
Building B109a,2025-08-09,0
Building B109a,2025-08-10,0
Building B109a,2025-08-11,0
Building B109a,2025-08-12,0
Building B109a,2025-08-13,0
Building B109a,2025-08-14,0
Building B109a,2025-08-15,0
Building B109a,2025-08-16,0
Building B109a,2025-08-17,0
Building B109a,2025-08-18,0
Building B109a,2025-08-19,283
Building B109a,2025-08-20,19
Building B109a,2025-08-21,18
Building B109a,2025-08-22,463
Building B109a,2025-08-23,107
Building B110,2025-07-21,0
Building B110,2025-07-22,0
Building B110,2025-07-23,0
Building B110,2025-07-24,0
Building B110,2025-07-25,0
Building B110,2025-07-26,0
Building B110,2025-07-27,0
Building B110,2025-07-28,0
Building B110,2025-07-29,0
Building B110,2025-07-30,0
Building B110,2025-07-31,0
Building B110,2025-08-01,0
Building B110,2025-08-02,0
Building B110,2025-08-03,0
Building B110,2025-08-04,0
Building B110,2025-08-05,0
Building B110,2025-08-06,0
Building B110,2025-08-07,0
Building B110,2025-08-08,0
Building B110,2025-08-09,0
Building B110,2025-08-10,0
Building B110,2025-08-11,0
Building B110,2025-08-12,0
Building B110,2025-08-13,0
Building B110,2025-08-14,0
Building B110,2025-08-15,0
Building B110,2025-08-16,0
Building B110,2025-08-17,0
Building B110,2025-08-18,0
Building B110,2025-08-19,283
Building B110,2025-08-20,19
Building B110,2025-08-21,18
Building B110,2025-08-22,460
Building B110,2025-08-23,107
Building B110a,2025-07-21,0
Building B110a,2025-07-22,0
Building B110a,2025-07-23,0
Building B110a,2025-07-24,0
Building B110a,2025-07-25,0
Building B110a,2025-07-26,0
Building B110a,2025-07-27,0
Building B110a,2025-07-28,0
Building B110a,2025-07-29,0
Building B110a,2025-07-30,0
Building B110a,2025-07-31,0
Building B110a,2025-08-01,0
Building B110a,2025-08-02,0
Building B110a,2025-08-03,0
Building B110a,2025-08-04,0
Building B110a,2025-08-05,0
Building B110a,2025-08-06,0
Building B110a,2025-08-07,0
Building B110a,2025-08-08,0
Building B110a,2025-08-09,0
Building B110a,2025-08-10,0
Building B110a,2025-08-11,0
Building B110a,2025-08-12,0
Building B110a,2025-08-13,0
Building B110a,2025-08-14,0
Building B110a,2025-08-15,0
Building B110a,2025-08-16,0
Building B110a,2025-08-17,0
Building B110a,2025-08-18,0
Building B110a,2025-08-19,283
Building B110a,2025-08-20,19
Building B110a,2025-08-21,18
Building B110a,2025-08-22,460
Building B110a,2025-08-23,107
Building B111,2025-07-21,0
Building B111,2025-07-22,0
Building B111,2025-07-23,0
Building B111,2025-07-24,0
Building B111,2025-07-25,0
Building B111,2025-07-26,0
Building B111,2025-07-27,0
Building B111,2025-07-28,0
Building B111,2025-07-29,0
Building B111,2025-07-30,0
Building B111,2025-07-31,0
Building B111,2025-08-01,0
Building B111,2025-08-02,0
Building B111,2025-08-03,0
Building B111,2025-08-04,0
Building B111,2025-08-05,0
Building B111,2025-08-06,0
Building B111,2025-08-07,0
Building B111,2025-08-08,0
Building B111,2025-08-09,0
Building B111,2025-08-10,0
Building B111,2025-08-11,0
Building B111,2025-08-12,0
Building B111,2025-08-13,0
Building B111,2025-08-14,0
Building B111,2025-08-15,0
Building B111,2025-08-16,0
Building B111,2025-08-17,0
Building B111,2025-08-18,0
Building B111,2025-08-19,283
Building B111,2025-08-20,20
Building B111,2025-08-21,19
Building B111,2025-08-22,460
Building B111,2025-08-23,107
Building B111a,2025-07-21,0
Building B111a,2025-07-22,0
Building B111a,2025-07-23,0
Building B111a,2025-07-24,0
Building B111a,2025-07-25,0
Building B111a,2025-07-26,0
Building B111a,2025-07-27,0
Building B111a,2025-07-28,0
Building B111a,2025-07-29,0
Building B111a,2025-07-30,0
Building B111a,2025-07-31,0
Building B111a,2025-08-01,0
Building B111a,2025-08-02,0
Building B111a,2025-08-03,0
Building B111a,2025-08-04,0
Building B111a,2025-08-05,0
Building B111a,2025-08-06,0
Building B111a,2025-08-07,0
Building B111a,2025-08-08,0
Building B111a,2025-08-09,0
Building B111a,2025-08-10,0
Building B111a,2025-08-11,0
Building B111a,2025-08-12,0
Building B111a,2025-08-13,0
Building B111a,2025-08-14,0
Building B111a,2025-08-15,0
Building B111a,2025-08-16,0
Building B111a,2025-08-17,0
Building B111a,2025-08-18,0
Building B111a,2025-08-19,283
Building B111a,2025-08-20,20
Building B111a,2025-08-21,18
Building B111a,2025-08-22,461
Building B111a,2025-08-23,107
Building B201,2025-07-21,0
Building B201,2025-07-22,0
Building B201,2025-07-23,0
Building B201,2025-07-24,0
Building B201,2025-07-25,0
Building B201,2025-07-26,0
Building B201,2025-07-27,0
Building B201,2025-07-28,0
Building B201,2025-07-29,0
Building B201,2025-07-30,0
Building B201,2025-07-31,0
Building B201,2025-08-01,0
Building B201,2025-08-02,0
Building B201,2025-08-03,0
Building B201,2025-08-04,0
Building B201,2025-08-05,332
Building B201,2025-08-06,0
Building B201,2025-08-07,0
Building B201,2025-08-08,602
Building B201,2025-08-09,1225
Building B201,2025-08-10,1223
Building B201,2025-08-11,1236
Building B201,2025-08-12,1222
Building B201,2025-08-13,1182
Building B201,2025-08-14,39
Building B201,2025-08-15,0
Building B201,2025-08-16,62
Building B201,2025-08-17,1039
Building B201,2025-08-18,0
Building B201,2025-08-19,333
Building B201,2025-08-20,19
Building B201,2025-08-21,18
Building B201,2025-08-22,460
Building B201,2025-08-23,107
Building B201a,2025-07-21,0
Building B201a,2025-07-22,0
Building B201a,2025-07-23,0
Building B201a,2025-07-24,0
Building B201a,2025-07-25,0
Building B201a,2025-07-26,0
Building B201a,2025-07-27,0
Building B201a,2025-07-28,0
Building B201a,2025-07-29,0
Building B201a,2025-07-30,0
Building B201a,2025-07-31,0
Building B201a,2025-08-01,0
Building B201a,2025-08-02,0
Building B201a,2025-08-03,0
Building B201a,2025-08-04,0
Building B201a,2025-08-05,330
Building B201a,2025-08-06,0
Building B201a,2025-08-07,0
Building B201a,2025-08-08,605
Building B201a,2025-08-09,1227
Building B201a,2025-08-10,1219
Building B201a,2025-08-11,1234
Building B201a,2025-08-12,1220
Building B201a,2025-08-13,1183
Building B201a,2025-08-14,39
Building B201a,2025-08-15,0
Building B201a,2025-08-16,62
Building B201a,2025-08-17,1038
Building B201a,2025-08-18,0
Building B201a,2025-08-19,333
Building B201a,2025-08-20,19
Building B201a,2025-08-21,18
Building B201a,2025-08-22,461
Building B201a,2025-08-23,107
Building B202,2025-07-21,0
Building B202,2025-07-22,0
Building B202,2025-07-23,0
Building B202,2025-07-24,0
Building B202,2025-07-25,0
Building B202,2025-07-26,0
Building B202,2025-07-27,0
Building B202,2025-07-28,0
Building B202,2025-07-29,0
Building B202,2025-07-30,0
Building B202,2025-07-31,0
Building B202,2025-08-01,0
Building B202,2025-08-02,0
Building B202,2025-08-03,0
Building B202,2025-08-04,0
Building B202,2025-08-05,329
Building B202,2025-08-06,0
Building B202,2025-08-07,0
Building B202,2025-08-08,601
Building B202,2025-08-09,1223
Building B202,2025-08-10,1219
Building B202,2025-08-11,1233
Building B202,2025-08-12,1227
Building B202,2025-08-13,1189
Building B202,2025-08-14,39
Building B202,2025-08-15,0
Building B202,2025-08-16,62
Building B202,2025-08-17,1038
Building B202,2025-08-18,0
Building B202,2025-08-19,333
Building B202,2025-08-20,20
Building B202,2025-08-21,18
Building B202,2025-08-22,460
Building B202,2025-08-23,107
Building B202a,2025-07-21,0
Building B202a,2025-07-22,0
Building B202a,2025-07-23,0
Building B202a,2025-07-24,0
Building B202a,2025-07-25,0
Building B202a,2025-07-26,0
Building B202a,2025-07-27,0
Building B202a,2025-07-28,0
Building B202a,2025-07-29,0
Building B202a,2025-07-30,0
Building B202a,2025-07-31,0
Building B202a,2025-08-01,0
Building B202a,2025-08-02,0
Building B202a,2025-08-03,0
Building B202a,2025-08-04,0
Building B202a,2025-08-05,331
Building B202a,2025-08-06,0
Building B202a,2025-08-07,0
Building B202a,2025-08-08,606
Building B202a,2025-08-09,1224
Building B202a,2025-08-10,1222
Building B202a,2025-08-11,1234
Building B202a,2025-08-12,1221
Building B202a,2025-08-13,1183
Building B202a,2025-08-14,39
Building B202a,2025-08-15,0
Building B202a,2025-08-16,61
Building B202a,2025-08-17,1038
Building B202a,2025-08-18,0
Building B202a,2025-08-19,333
Building B202a,2025-08-20,20
Building B202a,2025-08-21,18
Building B202a,2025-08-22,461
Building B202a,2025-08-23,107
Building B203,2025-07-21,0
Building B203,2025-07-22,0
Building B203,2025-07-23,0
Building B203,2025-07-24,0
Building B203,2025-07-25,0
Building B203,2025-07-26,0
Building B203,2025-07-27,0
Building B203,2025-07-28,0
Building B203,2025-07-29,0
Building B203,2025-07-30,0
Building B203,2025-07-31,0
Building B203,2025-08-01,0
Building B203,2025-08-02,0
Building B203,2025-08-03,0
Building B203,2025-08-04,0
Building B203,2025-08-05,331
Building B203,2025-08-06,0
Building B203,2025-08-07,0
Building B203,2025-08-08,606
Building B203,2025-08-09,1225
Building B203,2025-08-10,1221
Building B203,2025-08-11,1231
Building B203,2025-08-12,1223
Building B203,2025-08-13,1183
Building B203,2025-08-14,39
Building B203,2025-08-15,0
Building B203,2025-08-16,64
Building B203,2025-08-17,1038
Building B203,2025-08-18,0
Building B203,2025-08-19,333
Building B203,2025-08-20,19
Building B203,2025-08-21,18
Building B203,2025-08-22,462
Building B203,2025-08-23,107
Building B203a,2025-07-21,0
Building B203a,2025-07-22,0
Building B203a,2025-07-23,0
Building B203a,2025-07-24,0
Building B203a,2025-07-25,0
Building B203a,2025-07-26,0
Building B203a,2025-07-27,0
Building B203a,2025-07-28,0
Building B203a,2025-07-29,0
Building B203a,2025-07-30,0
Building B203a,2025-07-31,0
Building B203a,2025-08-01,0
Building B203a,2025-08-02,0
Building B203a,2025-08-03,0
Building B203a,2025-08-04,0
Building B203a,2025-08-05,329
Building B203a,2025-08-06,0
Building B203a,2025-08-07,0
Building B203a,2025-08-08,603
Building B203a,2025-08-09,1225
Building B203a,2025-08-10,1221
Building B203a,2025-08-11,1234
Building B203a,2025-08-12,1225
Building B203a,2025-08-13,1182
Building B203a,2025-08-14,37
Building B203a,2025-08-15,0
Building B203a,2025-08-16,62
Building B203a,2025-08-17,1039
Building B203a,2025-08-18,0
Building B203a,2025-08-19,333
Building B203a,2025-08-20,18
Building B203a,2025-08-21,18
Building B203a,2025-08-22,459
Building B203a,2025-08-23,107
Building B205,2025-07-21,0
Building B205,2025-07-22,0
Building B205,2025-07-23,0
Building B205,2025-07-24,0
Building B205,2025-07-25,0
Building B205,2025-07-26,0
Building B205,2025-07-27,0
Building B205,2025-07-28,0
Building B205,2025-07-29,0
Building B205,2025-07-30,0
Building B205,2025-07-31,0
Building B205,2025-08-01,0
Building B205,2025-08-02,0
Building B205,2025-08-03,0
Building B205,2025-08-04,0
Building B205,2025-08-05,330
Building B205,2025-08-06,0
Building B205,2025-08-07,0
Building B205,2025-08-08,602
Building B205,2025-08-09,1226
Building B205,2025-08-10,1225
Building B205,2025-08-11,1236
Building B205,2025-08-12,1225
Building B205,2025-08-13,1184
Building B205,2025-08-14,39
Building B205,2025-08-15,0
Building B205,2025-08-16,61
Building B205,2025-08-17,1039
Building B205,2025-08-18,0
Building B205,2025-08-19,333
Building B205,2025-08-20,20
Building B205,2025-08-21,18
Building B205,2025-08-22,460
Building B205,2025-08-23,107
Building B205a,2025-07-21,0
Building B205a,2025-07-22,0
Building B205a,2025-07-23,0
Building B205a,2025-07-24,0
Building B205a,2025-07-25,0
Building B205a,2025-07-26,0
Building B205a,2025-07-27,0
Building B205a,2025-07-28,0
Building B205a,2025-07-29,0
Building B205a,2025-07-30,0
Building B205a,2025-07-31,0
Building B205a,2025-08-01,0
Building B205a,2025-08-02,0
Building B205a,2025-08-03,0
Building B205a,2025-08-04,0
Building B205a,2025-08-05,330
Building B205a,2025-08-06,0
Building B205a,2025-08-07,0
Building B205a,2025-08-08,603
Building B205a,2025-08-09,1222
Building B205a,2025-08-10,1224
Building B205a,2025-08-11,1235
Building B205a,2025-08-12,1224
Building B205a,2025-08-13,1172
Building B205a,2025-08-14,39
Building B205a,2025-08-15,0
Building B205a,2025-08-16,62
Building B205a,2025-08-17,1039
Building B205a,2025-08-18,0
Building B205a,2025-08-19,333
Building B205a,2025-08-20,20
Building B205a,2025-08-21,18
Building B205a,2025-08-22,460
Building B205a,2025-08-23,107
Building B206,2025-07-21,0
Building B206,2025-07-22,0
Building B206,2025-07-23,0
Building B206,2025-07-24,0
Building B206,2025-07-25,0
Building B206,2025-07-26,0
Building B206,2025-07-27,0
Building B206,2025-07-28,0
Building B206,2025-07-29,0
Building B206,2025-07-30,0
Building B206,2025-07-31,0
Building B206,2025-08-01,0
Building B206,2025-08-02,0
Building B206,2025-08-03,0
Building B206,2025-08-04,0
Building B206,2025-08-05,331
Building B206,2025-08-06,0
Building B206,2025-08-07,0
Building B206,2025-08-08,606
Building B206,2025-08-09,1225
Building B206,2025-08-10,1224
Building B206,2025-08-11,1235
Building B206,2025-08-12,1229
Building B206,2025-08-13,1179
Building B206,2025-08-14,39
Building B206,2025-08-15,0
Building B206,2025-08-16,62
Building B206,2025-08-17,1039
Building B206,2025-08-18,0
Building B206,2025-08-19,333
Building B206,2025-08-20,20
Building B206,2025-08-21,18
Building B206,2025-08-22,462
Building B206,2025-08-23,107
Building B206a,2025-07-21,0
Building B206a,2025-07-22,0
Building B206a,2025-07-23,0
Building B206a,2025-07-24,0
Building B206a,2025-07-25,0
Building B206a,2025-07-26,0
Building B206a,2025-07-27,0
Building B206a,2025-07-28,0
Building B206a,2025-07-29,0
Building B206a,2025-07-30,0
Building B206a,2025-07-31,0
Building B206a,2025-08-01,0
Building B206a,2025-08-02,0
Building B206a,2025-08-03,0
Building B206a,2025-08-04,0
Building B206a,2025-08-05,333
Building B206a,2025-08-06,0
Building B206a,2025-08-07,0
Building B206a,2025-08-08,605
Building B206a,2025-08-09,1225
Building B206a,2025-08-10,1224
Building B206a,2025-08-11,1233
Building B206a,2025-08-12,1225
Building B206a,2025-08-13,1183
Building B206a,2025-08-14,39
Building B206a,2025-08-15,0
Building B206a,2025-08-16,61
Building B206a,2025-08-17,1038
Building B206a,2025-08-18,0
Building B206a,2025-08-19,333
Building B206a,2025-08-20,19
Building B206a,2025-08-21,18
Building B206a,2025-08-22,460
Building B206a,2025-08-23,107
Building B207,2025-07-21,0
Building B207,2025-07-22,0
Building B207,2025-07-23,0
Building B207,2025-07-24,0
Building B207,2025-07-25,0
Building B207,2025-07-26,0
Building B207,2025-07-27,0
Building B207,2025-07-28,0
Building B207,2025-07-29,0
Building B207,2025-07-30,0
Building B207,2025-07-31,0
Building B207,2025-08-01,0
Building B207,2025-08-02,0
Building B207,2025-08-03,0
Building B207,2025-08-04,0
Building B207,2025-08-05,330
Building B207,2025-08-06,0
Building B207,2025-08-07,0
Building B207,2025-08-08,604
Building B207,2025-08-09,1225
Building B207,2025-08-10,1222
Building B207,2025-08-11,1235
Building B207,2025-08-12,1225
Building B207,2025-08-13,1177
Building B207,2025-08-14,38
Building B207,2025-08-15,0
Building B207,2025-08-16,61
Building B207,2025-08-17,1038
Building B207,2025-08-18,0
Building B207,2025-08-19,333
Building B207,2025-08-20,20
Building B207,2025-08-21,18
Building B207,2025-08-22,459
Building B207,2025-08-23,107
Building B207a,2025-07-21,0
Building B207a,2025-07-22,0
Building B207a,2025-07-23,0
Building B207a,2025-07-24,0
Building B207a,2025-07-25,0
Building B207a,2025-07-26,0
Building B207a,2025-07-27,0
Building B207a,2025-07-28,0
Building B207a,2025-07-29,0
Building B207a,2025-07-30,0
Building B207a,2025-07-31,0
Building B207a,2025-08-01,0
Building B207a,2025-08-02,0
Building B207a,2025-08-03,0
Building B207a,2025-08-04,0
Building B207a,2025-08-05,330
Building B207a,2025-08-06,0
Building B207a,2025-08-07,0
Building B207a,2025-08-08,605
Building B207a,2025-08-09,1225
Building B207a,2025-08-10,1226
Building B207a,2025-08-11,1234
Building B207a,2025-08-12,1220
Building B207a,2025-08-13,1180
Building B207a,2025-08-14,39
Building B207a,2025-08-15,0
Building B207a,2025-08-16,60
Building B207a,2025-08-17,1039
Building B207a,2025-08-18,0
Building B207a,2025-08-19,333
Building B207a,2025-08-20,20
Building B207a,2025-08-21,18
Building B207a,2025-08-22,460
Building B207a,2025-08-23,107
Building B208,2025-07-21,0
Building B208,2025-07-22,0
Building B208,2025-07-23,0
Building B208,2025-07-24,0
Building B208,2025-07-25,0
Building B208,2025-07-26,0
Building B208,2025-07-27,0
Building B208,2025-07-28,0
Building B208,2025-07-29,0
Building B208,2025-07-30,0
Building B208,2025-07-31,0
Building B208,2025-08-01,0
Building B208,2025-08-02,0
Building B208,2025-08-03,0
Building B208,2025-08-04,0
Building B208,2025-08-05,333
Building B208,2025-08-06,0
Building B208,2025-08-07,0
Building B208,2025-08-08,603
Building B208,2025-08-09,1223
Building B208,2025-08-10,1225
Building B208,2025-08-11,1236
Building B208,2025-08-12,1224
Building B208,2025-08-13,1181
Building B208,2025-08-14,38
Building B208,2025-08-15,0
Building B208,2025-08-16,62
Building B208,2025-08-17,1037
Building B208,2025-08-18,0
Building B208,2025-08-19,333
Building B208,2025-08-20,20
Building B208,2025-08-21,18
Building B208,2025-08-22,459
Building B208,2025-08-23,107
Building B208a,2025-07-21,0
Building B208a,2025-07-22,0
Building B208a,2025-07-23,0
Building B208a,2025-07-24,0
Building B208a,2025-07-25,0
Building B208a,2025-07-26,0
Building B208a,2025-07-27,0
Building B208a,2025-07-28,0
Building B208a,2025-07-29,0
Building B208a,2025-07-30,0
Building B208a,2025-07-31,0
Building B208a,2025-08-01,0
Building B208a,2025-08-02,0
Building B208a,2025-08-03,0
Building B208a,2025-08-04,0
Building B208a,2025-08-05,331
Building B208a,2025-08-06,0
Building B208a,2025-08-07,0
Building B208a,2025-08-08,603
Building B208a,2025-08-09,1226
Building B208a,2025-08-10,1222
Building B208a,2025-08-11,1236
Building B208a,2025-08-12,1226
Building B208a,2025-08-13,1173
Building B208a,2025-08-14,39
Building B208a,2025-08-15,0
Building B208a,2025-08-16,61
Building B208a,2025-08-17,1038
Building B208a,2025-08-18,0
Building B208a,2025-08-19,333
Building B208a,2025-08-20,19
Building B208a,2025-08-21,18
Building B208a,2025-08-22,461
Building B208a,2025-08-23,107
Building B209,2025-07-21,0
Building B209,2025-07-22,0
Building B209,2025-07-23,0
Building B209,2025-07-24,0
Building B209,2025-07-25,0
Building B209,2025-07-26,0
Building B209,2025-07-27,0
Building B209,2025-07-28,0
Building B209,2025-07-29,0
Building B209,2025-07-30,0
Building B209,2025-07-31,0
Building B209,2025-08-01,0
Building B209,2025-08-02,0
Building B209,2025-08-03,0
Building B209,2025-08-04,0
Building B209,2025-08-05,333
Building B209,2025-08-06,0
Building B209,2025-08-07,0
Building B209,2025-08-08,605
Building B209,2025-08-09,1226
Building B209,2025-08-10,1224
Building B209,2025-08-11,1236
Building B209,2025-08-12,1223
Building B209,2025-08-13,1186
Building B209,2025-08-14,38
